BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q35183	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “360 gramlık bir örnek 30 cm³ yer kaplıyorsa yoğunluğu nedir?” hem de “Hızı 600 m/s ve frekansı 25 Hz olan dalganın dalga boyu kaç metredir?” sorusunu sırasıyla doğru cevaplar?
q35184	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	“Her biri 19 dizeden oluşan 11 adet villanelle toplam kaç dize içerir?” ve “Mavi Tuna, At the Moulin Rouge, Ay Işığı Sonatı ve The Scream arasından hangisinin tarihi Woman with a Hat eserine en yakındır?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35186	Spor	aritmetik/ölçü kalıbı: toplam puan	Birinci soru “Dartta tek 1 ve çift 8 bölgelerine isabet eden iki okun toplam puanı kaçtır?”, ikinci soru “2001 NBA Finalleri, 2024 NBA Finalleri, 1968 Avrupa Futbol Şampiyonası ve 1924 Yaz Olimpiyatları organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” olduğuna göre doğru yanıt sırası hangisidir?
q35196	Spor	aritmetik/ölçü kalıbı: toplam puan	“Dartta üçlü 1 ve çift 3 bölgelerine isabet eden iki okun toplam puanı kaçtır?” ve “Estadio Azteca, Lambeau Field, Ellis Park ve Atatürk Olimpiyat Stadyumu spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35197	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre; birden fazla sayı ve ölçü birimi	Birinci soru “Atom numarası 25 olan 2- yüklü iyon kaç elektrona sahiptir?”, ikinci soru “Bir araç sabit 40 km/sa hızını 7 saat korursa aldığı yol kaç kilometredir?” olduğuna göre doğru yanıt sırası hangisidir?
q35198	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre, kac saat, saatte; birden fazla sayı ve ölçü birimi	“Hızı 15 km/sa olan bir araç 30 kilometreyi kaç saatte alır?” ve “Bir araç sabit 75 km/sa hızını 10 saat korursa aldığı yol kaç kilometredir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35202	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	“Her biri 3 dizeden oluşan 5 adet haiku toplam kaç dize içerir?” ve “Uğultulu Tepeler, Genç Werther’in Acıları, Mutluluk, Cesur Yeni Dünya eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35203	Spor	aritmetik/ölçü kalıbı: toplam puan	“Dartta üçlü 1 ve çift 14 bölgelerine isabet eden iki okun toplam puanı kaçtır?” / “Tokyo Dome, St Andrews Links, Lord’s Cricket Ground ve Celtic Park spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35204	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	“Bir düzenek 2 saniyede 120 J iş yapıyorsa gücü nedir?” / “110 volt gerilim altında 15 amper çeken bir aygıtın elektrik gücü kaç wattır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35206	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “The Office (ABD) dizisinin ilk yayıncı kanalı veya platformu hangisidir?”, ikinci soru “Dakikada 100 dörtlük vuruş hızında 5/4 ölçülü 12 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q35208	Spor	aritmetik/ölçü kalıbı: toplam kac	Aşağıdaki seçeneklerden hangisi hem “Bir basketbol takımı 6 iki sayılık, 5 üç sayılık ve 6 serbest atış isabeti bulursa toplam kaç sayı üretir?” hem de “Bir basketbol takımı 5 iki sayılık, 3 üç sayılık ve 3 serbest atış isabeti bulursa toplam kaç sayı üretir?” sorusunu sırasıyla doğru cevaplar?
q35210	Coğrafya	işlem işareti	“Avustralya ülkesinin ISO 3166-1 üç harfli kodu nedir?” ve “Azua alt yönetim biriminin Dominik Cumhuriyeti içindeki üst bölgesi nedir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35211	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“9/8 ölçü işaretinde toplam 117 sekizlik zaman birimi kaç tam ölçü doldurur?” / “Dakikada 132 dörtlük vuruş hızında 9/8 ölçülü 11 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35213	Bilim & Doğa	aritmetik/ölçü kalıbı: toplam kac	“CH4N2O formül biriminde toplam kaç atom bulunur?” ve “48 kilogramlık bir cismin ivmesi 11 m/s² ise F = m·a sonucunda kuvvet kaç N çıkar?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35215	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “1 adet dörtlük nota ile 1 adet noktalı sekizlik nota toplamda kaç dörtlük vuruş sürer?”, ikinci soru “Dakikada 100 dörtlük vuruş hızında 5/4 ölçülü 5 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q35217	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“4/4 ölçü işaretinde toplam 60 dörtlük zaman birimi kaç tam ölçü doldurur?” ve “Dakikada 100 dörtlük vuruş hızında 4/4 ölçülü 13 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35221	Spor	aritmetik/ölçü kalıbı: toplam puan	“Dartta üçlü 1 ve üçlü 4 bölgelerine isabet eden iki okun toplam puanı kaçtır?” / “1972 Yaz Olimpiyatları, 2008 NBA Finalleri, 1924 Yaz Olimpiyatları ve 1982 FIFA Dünya Kupası organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35227	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“20 tam nota süresi eşit olarak 16'lik nota değerlerine bölünürse kaç nota elde edilir?” ve “Dakikada 90 dörtlük vuruş hızında 12/8 ölçülü 8 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35228	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede; birden fazla sayı ve ölçü birimi	Birinci soru “225 gramlık bir örnek 15 cm³ yer kaplıyorsa yoğunluğu nedir?”, ikinci soru “3570 joule enerji 21 saniyede aktarılırsa ortalama güç kaç watt olur?” olduğuna göre doğru yanıt sırası hangisidir?
q35231	Eğlence	aritmetik/ölçü kalıbı: kac tam, dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “9/8 ölçü işaretinde toplam 99 sekizlik zaman birimi kaç tam ölçü doldurur?”, ardından “Dakikada 100 dörtlük vuruş hızında 2/4 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35233	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“17 tam nota süresi eşit olarak 8'lik nota değerlerine bölünürse kaç nota elde edilir?” ve “Dakikada 96 dörtlük vuruş hızında 3/4 ölçülü 12 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35234	Coğrafya	işlem işareti	“Belize ülkesinin başkenti hangisidir?” ve “ISO 3166-1 standardında Filipinler için kullanılan iki harfli ülke kodu hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35236	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “Paatal Lok ile aynı on yıllık dönemde ilk kez gösterilen yapım hangisidir?”, ikinci soru “Dakikada 180 dörtlük vuruş hızında 9/8 ölçülü 10 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
q35239	Spor	aritmetik/ölçü kalıbı: toplam puan	Aşağıdaki seçeneklerden hangisi hem “Dartta çift 1 ve çift 14 bölgelerine isabet eden iki okun toplam puanı kaçtır?” hem de “1994 FIFA Dünya Kupası, 2023 NBA Finalleri, 1964 Yaz Olimpiyatları ve 2015 NBA Finalleri organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” sorusunu sırasıyla doğru cevaplar?
q35244	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	İlk olarak “Her biri 39 dizeden oluşan 28 adet sestina toplam kaç dize içerir?”, ardından “Liebesträume No. 3, Guillaume Tell, Fantastik Senfoni ve Carmina Burana eserleri tarihlerine göre eskiden yeniye nasıl sıralanır?” soruluyor. Doğru cevap çifti hangisidir?
q35245	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	Birinci soru “Her biri 39 dizeden oluşan 13 adet sestina toplam kaç dize içerir?”, ikinci soru “Christina’s World, La Traviata, Number 1A, 1948 ve Fountain eserlerinden hangisi diğer üçünden farklı bir alanda sınıflandırılır?” olduğuna göre doğru yanıt sırası hangisidir?
q35247	Coğrafya	işlem işareti	“ISO 639-1 tablosunda ru koduyla gösterilen dil hangisidir?” ve “Hörgársveit alt yönetim biriminin İzlanda içindeki üst bölgesi nedir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35249	Spor	aritmetik/ölçü kalıbı: kac tam; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Standart 400 metrelik atletizm pistinde 9600 metre koşmak için kaç tam tur gerekir?” hem de “Scotiabank Arena, Ellis Park, All England Club ve Chase Center spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?” sorusunu sırasıyla doğru cevaplar?
q35250	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre	Birinci soru “Atom numarası 18 olan 1- yüklü iyon kaç elektrona sahiptir?”, ikinci soru “Hızı 1500 m/s ve frekansı 75 Hz olan dalganın dalga boyu kaç metredir?” olduğuna göre doğru yanıt sırası hangisidir?
q35251	Spor	aritmetik/ölçü kalıbı: toplam kac	İlk olarak “Bir basketbol takımı 5 iki sayılık, 8 üç sayılık ve 5 serbest atış isabeti bulursa toplam kaç sayı üretir?”, ardından “Bir basketbol takımı 6 iki sayılık, 7 üç sayılık ve 2 serbest atış isabeti bulursa toplam kaç sayı üretir?” soruluyor. Doğru cevap çifti hangisidir?
q35253	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“Dakikada 60 dörtlük vuruş hızında 6/8 ölçülü 9 ölçülük bölüm yaklaşık kaç saniye sürer?” ve “Dakikada 90 dörtlük vuruş hızında 6/8 ölçülü 13 ölçülük bölüm yaklaşık kaç saniye sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35257	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre	Aşağıdaki seçeneklerden hangisi hem “Atom numarası 36 olan 3- yüklü iyon kaç elektrona sahiptir?” hem de “Hızı 1200 m/s ve frekansı 30 Hz olan dalganın dalga boyu kaç metredir?” sorusunu sırasıyla doğru cevaplar?
q35259	Coğrafya	işlem işareti	Birinci soru “Tayland ülkesinin ISO 3166-1 üç harfli kodu nedir?”, ikinci soru “ISO 3166-1 standardında Peru için kullanılan iki harfli ülke kodu hangisidir?” olduğuna göre doğru yanıt sırası hangisidir?
q35260	Spor	aritmetik/ölçü kalıbı: toplam kac	“Bir basketbol takımı 5 iki sayılık, 1 üç sayılık ve 3 serbest atış isabeti bulursa toplam kaç sayı üretir?” / “Bir basketbol takımı 6 iki sayılık, 4 üç sayılık ve 10 serbest atış isabeti bulursa toplam kaç sayı üretir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35264	Coğrafya	işlem işareti	“Brezilya için kullanılan ISO 3166-1 alpha-3 kodu hangisidir?” / “ISO 3166-1 sayısal kodlamasında San Marino hangi kodla gösterilir?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35271	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“Six Feet Under dizisinin ilk yayıncı kanalı veya platformu hangisidir?” / “Dakikada 100 dörtlük vuruş hızında 9/8 ölçülü 16 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35273	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac, her biri	İlk olarak “Her biri 3 dizeden oluşan 19 adet haiku toplam kaç dize içerir?”, ardından “Vltava, Vişne Bahçesi, Babalar ve Oğullar ve Liebesträume No. 3 eserleri için hangi seçenekte iki yaratıcı eşleştirmesi de doğrudur?” soruluyor. Doğru cevap çifti hangisidir?
q35286	Bilim & Doğa	aritmetik/ölçü kalıbı: kac saat; birden fazla sayı ve ölçü birimi	İlk olarak “-90 °C sıcaklık Fahrenheit ölçeğinde kaç derecedir?”, ardından “Bir taşıt 80 km/sa sabit hızla giderse 800 km yol için kaç saate ihtiyaç duyar?” soruluyor. Doğru cevap çifti hangisidir?
q35293	Bilim & Doğa	aritmetik/ölçü kalıbı: kac saat, saatte; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Hızı 35 km/sa olan bir araç 350 kilometreyi kaç saatte alır?” hem de “Bir cismin kütlesi 900 g, hacmi 60 cm³ ise yoğunluğu nasıl hesaplanır?” sorusunu sırasıyla doğru cevaplar?
q35294	Coğrafya	işlem işareti	“Uruguay ülkesinin ISO 3166-1 üç harfli kodu nedir?” ve “Vietnam ülkesinde bulunan Hà Tĩnh için kullanılan idari birim türü hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35307	Spor	aritmetik/ölçü kalıbı: toplam puan	İlk olarak “Dartta üçlü 1 ve çift 18 bölgelerine isabet eden iki okun toplam puanı kaçtır?”, ardından “2011 NBA Finalleri, 2000 NBA Finalleri, 1932 Yaz Olimpiyatları ve 1994 FIFA Dünya Kupası organizasyonları düzenlenme yıllarına göre eskiden yeniye nasıl sıralanır?” soruluyor. Doğru cevap çifti hangisidir?
q35312	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	“En İyi Film Oscarını kazanan The Departed hangi yıl gösterime girmiştir?” / “Dakikada 90 dörtlük vuruş hızında 12/8 ölçülü 13 ölçülük bölüm yaklaşık kaç saniye sürer?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35314	Bilim & Doğa	aritmetik/ölçü kalıbı: kac kilometre; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Tiroit bezi yapısının temel görevlerinden biri hangisidir?” hem de “Bir araç sabit 100 km/sa hızını 6 saat korursa aldığı yol kaç kilometredir?” sorusunu sırasıyla doğru cevaplar?
q35319	Spor	aritmetik/ölçü kalıbı: toplam puan	“Dartta çift 2 ve üçlü 2 bölgelerine isabet eden iki okun toplam puanı kaçtır?” / “Atatürk Olimpiyat Stadyumu, Anfield, Lujniki Stadyumu ve Yankee Stadium spor tesisleri için aşağıdaki seçeneklerden hangisinde iki şehir–ülke eşleştirmesi de doğrudur?”: Bu iki soruya verilecek doğru cevap dizisi hangisidir?
q35326	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “7 tam nota süresi eşit olarak 16'lik nota değerlerine bölünürse kaç nota elde edilir?” hem de “Dakikada 180 dörtlük vuruş hızında 9/8 ölçülü 2 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35329	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “3 tam nota süresi eşit olarak 4'lik nota değerlerine bölünürse kaç nota elde edilir?”, ardından “Dakikada 144 dörtlük vuruş hızında 9/8 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35331	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	İlk olarak “Aşağıdaki filmlerden hangisi Jane Campion tarafından 1993 yılında yönetilmiştir?”, ardından “Dakikada 60 dörtlük vuruş hızında 6/8 ölçülü 10 ölçülük bölüm yaklaşık kaç saniye sürer?” soruluyor. Doğru cevap çifti hangisidir?
q35333	Coğrafya	işlem işareti	İlk olarak “Zimbabve ülkesinin ISO 3166-1 üç harfli kodu nedir?”, ardından “Arjantin ülkesinde bulunan Salta için kullanılan idari birim türü hangisidir?” soruluyor. Doğru cevap çifti hangisidir?
q35340	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Aşağıdaki seçeneklerden hangisi hem “Aşağıdaki filmlerden hangisi Julia Ducournau tarafından 2021 yılında yönetilmiştir?” hem de “Dakikada 100 dörtlük vuruş hızında 4/4 ölçülü 6 ölçülük bölüm yaklaşık kaç saniye sürer?” sorusunu sırasıyla doğru cevaplar?
q35341	Bilim & Doğa	aritmetik/ölçü kalıbı: saatte; birden fazla sayı ve ölçü birimi	“28 cm³ hacimli bir madde 13 g/cm³ yoğunluktaysa kaç gram gelir?” ve “1100 km mesafeyi saatte 110 km ilerleyerek katetmek ne kadar sürer?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35342	Sanat & Edebiyat	aritmetik/ölçü kalıbı: orani nedir; birden fazla sayı ve ölçü birimi	“40 cm genişliğinde ve 60 cm yüksekliğindeki bir tuvalin sadeleştirilmiş en-boy oranı nedir?” ve “Eylül, Masumiyet Müzesi, A Bigger Splash, Spiral Jetty eserlerinin tarihine göre eskiden yeniye sıralaması hangisidir?” sorularının doğru yanıtları sırasıyla hangi seçenekte verilmiştir?
q35346	Eğlence	aritmetik/ölçü kalıbı: dakikada; işlem işareti; birden fazla sayı ve ölçü birimi	Birinci soru “9 tam nota süresi eşit olarak 8'lik nota değerlerine bölünürse kaç nota elde edilir?”, ikinci soru “Dakikada 100 dörtlük vuruş hızında 3/4 ölçülü 4 ölçülük bölüm yaklaşık kaç saniye sürer?” olduğuna göre doğru yanıt sırası hangisidir?
